relation,neighbor,weight_trigger_response,response_coverage,posts_with_b_comment,b_total_comments_on_a_posts,median_response_delay_minutes
trigger_in_post_author_to_seed,DMVhelpdesk,0.4804530139182014,1.0,1,1,1248.2833333333333
trigger_in_post_author_to_seed,Parking-Confusion-95,0.4804530139182014,1.0,1,1,668.3833333333333
trigger_in_post_author_to_seed,Poetil,0.4804530139182014,1.0,1,1,506.35
trigger_in_post_author_to_seed,Practical-Writing145,0.4804530139182014,1.0,1,1,317.25
trigger_in_post_author_to_seed,Prestigious-Dirt7471,0.4804530139182014,1.0,1,1,198.46666666666667
trigger_in_post_author_to_seed,RugMeGently,0.4804530139182014,1.0,1,1,222.66666666666663
trigger_in_post_author_to_seed,WaterWalkersLLC,0.4804530139182014,1.0,1,1,454.93333333333334
trigger_in_post_author_to_seed,al3xxofficial,0.4804530139182014,1.0,1,1,200.68333333333337
trigger_in_post_author_to_seed,thesausage58,0.4804530139182014,1.0,1,1,57.583333333333336
trigger_in_post_author_to_seed,Jaded-David,0.2402265069591007,0.5,1,1,401.1333333333333
trigger_in_post_author_to_seed,TotesGnar,0.2402265069591007,0.5,1,1,162.11666666666667
trigger_in_post_author_to_seed,Writer-105,0.2402265069591007,0.5,1,1,63.2
trigger_in_post_author_to_seed,turndown1961,0.1601510046394004,0.3333333333333333,1,1,112.95
trigger_in_post_author_to_seed,clomidjunkie,0.1601510046394004,0.3333333333333333,1,1,335.93333333333334
trigger_in_post_author_to_seed,Wactar,0.1601510046394004,0.3333333333333333,1,1,261.31666666666666
trigger_out_seed_to_responder,loc710,1.206948960812582,1.0,2,2,136.79166666666669
trigger_out_seed_to_responder,StealthCampers,0.3807500052094045,0.5,1,2,64.36666666666666
trigger_out_seed_to_responder,gidkom,0.2402265069591007,0.5,1,1,1219.3333333333333
trigger_out_seed_to_responder,_benjam1ns,0.2402265069591007,0.5,1,1,764.5
trigger_out_seed_to_responder,biophysicsguy,0.2402265069591007,0.5,1,1,51.71666666666667
trigger_out_seed_to_responder,coffee__lord,0.2402265069591007,0.5,1,1,60.63333333333333
trigger_out_seed_to_responder,cointegration,0.2402265069591007,0.5,1,1,1265.45
trigger_out_seed_to_responder,crushthewebdev,0.2402265069591007,0.5,1,1,339.6333333333333
trigger_out_seed_to_responder,dbudlov,0.2402265069591007,0.5,1,1,34.78333333333333
trigger_out_seed_to_responder,delkil,0.2402265069591007,0.5,1,1,317.48333333333335
trigger_out_seed_to_responder,drparapine,0.2402265069591007,0.5,1,1,1085.2833333333333
trigger_out_seed_to_responder,duncakes,0.2402265069591007,0.5,1,1,367.1333333333333
trigger_out_seed_to_responder,eventualwarlord,0.2402265069591007,0.5,1,1,108.46666666666668
trigger_out_seed_to_responder,halt_spell,0.2402265069591007,0.5,1,1,11.733333333333333
trigger_out_seed_to_responder,harrumphx,0.2402265069591007,0.5,1,1,16.466666666666665
